MSKU,"Product Description",Category,"Image Filename","Image Relative Path","Source URL","Source Type","Match Method","Match Confidence","Image Status","File Size Bytes",Notes
7785,"A compact 19-inch LED monitor designed for basic desktop computing. It is suitable for office applications, browsing, point-of-sale systems, and other everyday tasks.",DISPLAY,"Nvision N190V8 19' LED Monitor.jpg","assets/products/Display/Nvision N190V8 19' LED Monitor.jpg",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/Nvision_N190V8_19_LED_Monitor-a.png?v=1700115476,easypc,name,HIGH,DOWNLOADED,58633,"title=Nvision N190V8 19' LED Monitor; exact/near title; saved 1000x1000 PNG"
7786,"A 20-inch LED monitor designed for everyday desktop computing and productivity. Its compact form factor makes it suitable for space-conscious workstations.",DISPLAY,"Nvision N200V8 20 LED Monitor.jpg","assets/products/Display/Nvision N200V8 20 LED Monitor.jpg",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/Nvision_N200V8_20_LED_Monitor-a.png?v=1700115586,easypc,name,HIGH,DOWNLOADED,58633,"title=Nvision N200V8 20"" LED Monitor; exact/near title; saved 1000x1000 PNG"
11127,"A 23.8-inch Full HD IPS monitor with a 144Hz refresh rate designed for smooth desktop and gaming use. It offers a practical balance of display size, resolution, and refresh performance.",DISPLAY,"Nvision N2455GT-B 23.8 FHD 144Hz IPS Monitor.jpg","assets/products/Display/Nvision N2455GT-B 23.8 FHD 144Hz IPS Monitor.jpg",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/11127.jpg?v=1776044902,easypc,name,HIGH,DOWNLOADED,51058,"title=Nvision N2455GT-B 23.8"" FHD 144Hz IPS Monitor; exact/near title; saved 1600x900 JPEG"
10918,"A 23.8-inch Full HD IPS monitor with a 144Hz refresh rate designed for smooth viewing and responsive performance. It is suitable for productivity, entertainment, and gaming.",DISPLAY,"Philips 24E2G2200 23.8 144Hz IPS FHD Monitor.jpg","assets/products/Display/Philips 24E2G2200 23.8 144Hz IPS FHD Monitor.jpg",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/11127.jpg?v=1776044902,easypc,name,HIGH,DOWNLOADED,51058,"title=Nvision N2455GT-B 23.8"" FHD 144Hz IPS Monitor; token_ratio=0.75; saved 1600x900 JPEG"
10919,"A 27-inch Full HD IPS monitor with a 144Hz refresh rate offering a larger viewing area and smooth motion. It is suitable for work, entertainment, and gaming applications.",DISPLAY,"Philips 27E2G2200 27 144Hz IPS FHD Monitor.png","assets/products/Display/Philips 27E2G2200 27 144Hz IPS FHD Monitor.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/10919-a.png?v=1770061747,easypc,name,HIGH,DOWNLOADED,486561,"title=Philips 27E2G2200 27"" 144Hz IPS FHD Monitor; exact/near title; saved 1000x1000 PNG"
10425,"A 24-inch Full HD IPS monitor with a 144Hz refresh rate designed for fluid visuals and everyday productivity. It is suitable for office work, multimedia, and gaming.",DISPLAY,"ViewSonic VA24G1-H 24 FHD 144Hz IPS Monitor.png","assets/products/Display/ViewSonic VA24G1-H 24 FHD 144Hz IPS Monitor.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/10425-a.png?v=1764639105,easypc,name,HIGH,DOWNLOADED,199974,"title=ViewSonic VA24G1-H 24"" FHD 144Hz IPS Gaming Monitor; token_ratio=1.00; saved 1000x1000 PNG"
9904,"A 24-inch Full HD IPS gaming monitor featuring a 240Hz refresh rate, 1ms MPRT, and HDR10 support. It is designed for fast-paced gaming with smooth motion and enhanced visual contrast.",DISPLAY,,,,,none,NONE,NOT_FOUND,0,"no confident EasyPC match"
11003,"A large 800×400×3mm black mousepad designed to provide a consistent surface for mouse movement. Its extended size gives users additional room for keyboard and mouse positioning.","GAMING SURFACE","RAKK SUKOG LITE 800x400x3mm Mousepad Black.png","assets/products/Others/RAKK SUKOG LITE 800x400x3mm Mousepad Black.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/11003-a.png?v=1770842418,easypc,name,HIGH,DOWNLOADED,76057,"title=RAKK SUKOG LITE 800x400x3mm Mousepad Black; exact/near title; saved 1000x1000 PNG"
10155,"A dedicated ASUS graphics card featuring the GeForce RTX 5060 GPU, 8GB of GDDR7 memory, and a 128-bit memory interface. It is designed for modern gaming, graphics-intensive applications, and content creation.","GRAPHIC CARD",,,,easypc,rejected_oc_variant,NONE,NOT_FOUND,0,"Rejected prior match: CSV is non-OC DUAL-RTX5060-8G; EasyPC hit was OC DUAL-RTX5060-O8G"
10053,"An ASUS dual-fan RTX 3050 OC graphics card with 6GB of GDDR6 memory and a 96-bit interface. It is designed for gaming, multimedia, and GPU-accelerated applications on compatible desktop systems.","GRAPHIC CARD","ASUS Dual Nvidia Geforce RTX 3050 OC Edition (DUAL-RTX3050-O6G) 6GB 96-bit GDRR6 Videocard.png","assets/products/Others/ASUS Dual Nvidia Geforce RTX 3050 OC Edition (DUAL-RTX3050-O6G) 6GB 96-bit GDRR6 Videocard.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/fwebp.webp?v=1761256348,easypc,name,HIGH,DOWNLOADED,385115,"title=ASUS Dual Nvidia Geforce RTX 3050 OC Edition (DUAL-RTX3050-O6G) 6GB 96-bit GDRR6 Videocard; exact/near title; saved 800x800 PNG"
11557,"An ASUS RTX 5060 Ti OC graphics card equipped with 8GB GDDR7 memory and a 128-bit interface. It is designed for high-performance gaming and graphics-intensive workloads.","GRAPHIC CARD",,,,,none,NONE,NOT_FOUND,0,"no confident EasyPC match"
10206,"An ASUS Radeon RX 7600 EVO OC graphics card with 8GB GDDR6 memory and a 128-bit interface. It is designed for modern gaming and graphics workloads requiring dedicated GPU performance.","GRAPHIC CARD","ASUS Dual RX 7600 EVO OC Edition DUAL-RX7600-O8G-EVO 8GB 128-bit GDDR6 Videocard.png","assets/products/Others/ASUS Dual RX 7600 EVO OC Edition DUAL-RX7600-O8G-EVO 8GB 128-bit GDDR6 Videocard.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/unnamed_25627f3d-4abe-4d8d-853c-23d57a783047.png?v=1767727859,easypc,name,HIGH,DOWNLOADED,3949259,"title=ASUS Dual RX 7600 EVO OC Edition DUAL-RX7600-O8G-EVO 8GB 128-bit GDDR6 Videocard; exact/near title; saved 2400x2400 PNG"
10207,"An ASUS Prime Radeon RX 9060 XT OC graphics card with 16GB of GDDR6 memory and a 128-bit interface. Its large VRAM capacity makes it suitable for gaming and demanding graphics applications.","GRAPHIC CARD","ASUS Prime AMD Radeon RX 9060 XT OC (PRIME-RX9060XT-O16G) 16GB 128-Bit GDDR6 Videocard.png","assets/products/Others/ASUS Prime AMD Radeon RX 9060 XT OC (PRIME-RX9060XT-O16G) 16GB 128-Bit GDDR6 Videocard.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/asus-prime-rx9060xt-16gb-main.jpg?v=1762497515,easypc,name,HIGH,DOWNLOADED,3557382,"title=ASUS Prime AMD Radeon RX 9060 XT OC (PRIME-RX9060XT-O16G) 16GB 128-Bit GDDR6 Videocard; exact/near title; saved 2400x2400 PNG"
9883,"An ASUS Prime Radeon RX 9070 OC graphics card with 16GB GDDR6 memory and a 256-bit memory interface. It is designed for high-end gaming, rendering, and other graphics-intensive workloads.","GRAPHIC CARD","Asus Prime AMD Radeon RX 9070 OC (PRIME-RX9070-O16G) 16GB 256-Bit GDDR6 Videocard.png","assets/products/Others/Asus Prime AMD Radeon RX 9070 OC (PRIME-RX9070-O16G) 16GB 256-Bit GDDR6 Videocard.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/9883-a.png?v=1743744191,easypc,name,HIGH,DOWNLOADED,528229,"title=Asus Prime AMD Radeon RX 9070 OC (PRIME-RX9070-O16G) 16GB 256-Bit GDDR6 Videocard; exact/near title; saved 1000x1000 PNG"
9396,"A Biostar Radeon RX 580 graphics card with 8GB of GDDR5 memory and a 256-bit interface. Its dual-fan cooling design is intended to help manage GPU temperatures during gaming and graphics workloads.","GRAPHIC CARD",,,https://cdn.shopify.com/s/files/1/0101/4864/2879/products/genie_20210528225056382_9536222997.jpg?v=1622213518,easypc,name,LOW,MATCH_UNCERTAIN,0,"title=Asus Rx 580 Dual OC 8gb 256bit GDdr5 Gaming Videocard; weak match ratio=0.67 hits=8/12"
11636,"A GeForce RTX 3050 graphics card equipped with 6GB of GDDR6 memory and a 96-bit interface. It is designed for gaming, graphics acceleration, and everyday GPU-intensive applications.","GRAPHIC CARD",,,https://cdn.shopify.com/s/files/1/0101/4864/2879/files/fwebp.webp?v=1761256348,easypc,name,LOW,MATCH_UNCERTAIN,0,"title=ASUS Dual Nvidia Geforce RTX 3050 OC Edition (DUAL-RTX3050-O6G) 6GB 96-bit GDRR6 Videocard; weak match ratio=0.73 hits=8/11"
10080,"A Gigabyte AERO OC RTX 5060 graphics card with 8GB GDDR7 memory and a 128-bit interface. It is designed to provide strong graphics performance for gaming and creative workloads.","GRAPHIC CARD",,,https://cdn.shopify.com/s/files/1/0101/4864/2879/files/600_5.png?v=1761256179,easypc,name_short,LOW,MATCH_UNCERTAIN,0,"title=MSI Nvidia GeForce RTX 5060 VENTUS 2X OC (G5060-8V2C) 8GB 128-bit GDDR7 Videocard; weak match ratio=0.69 hits=11/16"
8396,"An MSI RTX 3050 Ventus 2X OC graphics card with 6GB memory and a 96-bit interface. Its dual-fan design is intended to provide cooling during gaming and graphics-intensive workloads.","GRAPHIC CARD",,,https://cdn.shopify.com/s/files/1/0101/4864/2879/files/fwebp.webp?v=1761256348,easypc,name,LOW,MATCH_UNCERTAIN,0,"title=ASUS Dual Nvidia Geforce RTX 3050 OC Edition (DUAL-RTX3050-O6G) 6GB 96-bit GDRR6 Videocard; weak match ratio=0.67 hits=8/12"
11591,"An MSI RTX 5060 Ventus 2X OC graphics card featuring 8GB GDDR7 memory and a 128-bit interface. It is designed for modern gaming and demanding graphics applications.","GRAPHIC CARD",,,,,none,NONE,NOT_FOUND,0,"no confident EasyPC match"
10152,"An MSI RTX 5070 Ti Ventus 3X OC graphics card with 16GB GDDR7 memory and a 256-bit interface. Its high-capacity memory and triple-fan design make it suited to demanding gaming and creative workloads.","GRAPHIC CARD",,,https://cdn.shopify.com/s/files/1/0101/4864/2879/files/600_4.png?v=1757388491,easypc,name_short,LOW,MATCH_UNCERTAIN,0,"title=MSI GeForce RTX 5070 Ti Gaming Graphics Card 16GB GDDR7 - VENTUS 3X OC GS07T-16V3C; weak match ratio=0.73 hits=11/15"
10660,"An MSI RTX 5050 Ventus 2X OC graphics card designed for dedicated graphics performance in compatible desktop systems. Its dual-fan cooler helps manage GPU temperatures during demanding workloads.","GRAPHIC CARD",,,,,none,NONE,NOT_FOUND,0,"no confident EasyPC match"
10225,"An MSI RTX 5060 Shadow 2X OC graphics card with 8GB GDDR7 memory and a 128-bit interface. It is designed for gaming and graphics-intensive applications requiring modern GPU performance.","GRAPHIC CARD",,,,,none,NONE,NOT_FOUND,0,"no confident EasyPC match"
10072,"An MSI RTX 5060 Ventus 2X OC graphics card equipped with 8GB GDDR7 memory and a 128-bit interface. It is designed for gaming, rendering, and other demanding graphics workloads.","GRAPHIC CARD","MSI Nvidia GeForce RTX 5060 VENTUS 2X OC (G5060-8V2C) 8GB 128-bit GDDR7 Videocard.png","assets/products/Others/MSI Nvidia GeForce RTX 5060 VENTUS 2X OC (G5060-8V2C) 8GB 128-bit GDDR7 Videocard.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/600_5.png?v=1761256179,easypc,name,HIGH,DOWNLOADED,201069,"title=MSI Nvidia GeForce RTX 5060 VENTUS 2X OC (G5060-8V2C) 8GB 128-bit GDDR7 Videocard; exact/near title; saved 600x480 PNG"
9967,"An MSI RTX 5070 Ventus 2X OC graphics card with 12GB GDDR7 memory and a 192-bit interface. It is designed for high-performance gaming and graphics-intensive applications.","GRAPHIC CARD","MSI Nvidia GeForce RTX 5070 VENTUS 2X OC 12GB 192-bit GDDR7 Videocard.png","assets/products/Others/MSI Nvidia GeForce RTX 5070 VENTUS 2X OC 12GB 192-bit GDDR7 Videocard.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/MSI_GeForce_RTXTM_5070_VENTUS_2X_OC_12G.png?v=1783881239,easypc,name,HIGH,DOWNLOADED,4230210,"title=MSI Nvidia GeForce RTX 5070 VENTUS 2X OC 12GB 192-bit GDDR7 Videocard; exact/near title; saved 2048x2048 PNG"
160,"A 1TB Seagate hard disk drive designed to provide large-capacity storage for files, applications, media, and backups. It is suitable for desktop computers and general storage requirements.","HARD DISK",,,,,rejected_wrong_variant,NONE,NOT_FOUND,0,"Matched Seagate ST1000DM014; CSV is ST1000DM010"
986,"A black wooden computer table designed to provide a dedicated workspace for a desktop computer and accessories. Its surface provides space for monitors, keyboards, peripherals, and other office essentials.","HOME & OFFICE FURNITURE","TBL GX468 Wood Computer Table Black.jpg","assets/products/Others/TBL GX468 Wood Computer Table Black.jpg",https://cdn.shopify.com/s/files/1/0101/4864/2879/products/TBL_GX468_BLACK_WOOD_COMPUTER_TABLE-a.jpg?v=1700783182,easypc,name,HIGH,DOWNLOADED,31349,"title=TBL GX468 BLACK WOOD COMPUTER TABLE; token_ratio=1.00; saved 1000x1000 JPEG"
11573,"A gradient-pink mechanical gaming keyboard supporting tri-mode connectivity for flexible wired and wireless use. RGB lighting adds visual customization, making it suitable for gaming and everyday typing.",KEYBOARD,"Aula S75 Pro RGB Gaming Mechanical Wireless Tri-Mode Keyboard Gradient Pink.png","assets/products/Accessories/Aula S75 Pro RGB Gaming Mechanical Wireless Tri-Mode Keyboard Gradient Pink.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/6b97159f73b545e1422f666b11768528.png?v=1783320517,easypc,name,HIGH,DOWNLOADED,422037,"title=Aula S75 Pro RGB Gaming Mechanical Wireless Tri-Mode Keyboard Gradient Pink; exact/near title; saved 1000x1000 PNG"
4285,"A white mechanical gaming keyboard equipped with blue switches designed for tactile and responsive typing. It is suitable for gaming, productivity, and users who prefer mechanical keyboard feedback.",KEYBOARD,"Fantech MAXPOWER MK853 Mechanical Gaming Keyboard White - BLUE Switch.jpg","assets/products/Accessories/Fantech MAXPOWER MK853 Mechanical Gaming Keyboard White - BLUE Switch.jpg",https://cdn.shopify.com/s/files/1/0101/4864/2879/products/Fantech_MAXPOWER_MK853_BLUE-a.jpg?v=1702361055,easypc,name,HIGH,DOWNLOADED,64662,"title=Fantech MAXPOWER MK853 RED/BLUE Switch White Mechanical Gaming Keyboard; token_ratio=1.00; saved 1000x1000 JPEG"
9998,"A 16-inch Gigabyte gaming laptop featuring a WUXGA 165Hz display, Intel Core i5-13420H processor, 16GB DDR5 memory, 512GB M.2 SSD storage, and RTX 4050 6GB graphics. It is designed for gaming, multitasking, and demanding applications.","LAPTOP GA2","Gigabyte Gaming A16 CMHH2PH893SH 16.0 WUXGA 165Hz Intel Core i5-13420H16GB DDR5512GB 2x M.2 SSD RTX 4050 6GBWin11Laptop.png","assets/products/Laptops/Gigabyte Gaming A16 CMHH2PH893SH 16.0 WUXGA 165Hz Intel Core i5-13420H16GB DDR5512GB 2x M.2 SSD RTX 4050 6GBWin11Laptop.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/9998-b.png?v=1747373197,easypc,name,HIGH,DOWNLOADED,461525,"title=Gigabyte Gaming A16 CMHH2PH893SH 16.0"" WUXGA 165Hz Intel Core i5-13420H/16GB DDR5/512GB 2x M.2 SSD/ RTX 4050 6GB/Win11La; exact/near title; saved 1000x1000 PNG"
11464,"A 15.6-inch MSI gaming laptop with a Full HD 144Hz IPS display, Intel Core i5-13420H processor, 8GB DDR5 memory, 512GB PCIe Gen4 NVMe SSD, and RTX 4050 6GB graphics. It is designed for gaming and performance-oriented everyday computing.","LAPTOP GA2","MSI Cyborg 15 A13VE-2453PHNN 15.6 FHD IPS 144Hz Intel Core i5-13420H8GB DDR5-5200512GB NVMe SSD PCIe Gen4RTX 4050 6GD6Win11 Laptop.png","assets/products/Laptops/MSI Cyborg 15 A13VE-2453PHNN 15.6 FHD IPS 144Hz Intel Core i5-13420H8GB DDR5-5200512GB NVMe SSD PCIe Gen4RTX 4050 6GD6Win11 Laptop.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/11464-a.png?v=1780004456,easypc,name,HIGH,DOWNLOADED,172498,"title=MSI Cyborg 15 A13VE-2453PHNN 15.6"" FHD IPS 144Hz Intel Core i5-13420H/8GB DDR5-5200/512GB NVMe SSD PCIe Gen4/RTX 4050 6G; exact/near title; saved 1000x1000 PNG"
10304,"A 16-inch Gigabyte gaming laptop featuring a WUXGA 165Hz display, Ryzen 7 processor, 16GB DDR5 memory, 512GB M.2 SSD storage, and RTX 5050 8GB GDDR7 graphics. It is suited for gaming, multitasking, and graphics-intensive applications.","LAPTOP GA3","Gigabyte Gaming A16 3THK3PH893SH 16.0 WUXGA 165Hz Ryzen7-26016GB DDR5512GB 2x M.2 SSD RTX 5050 8GD7Win11 Laptop.png","assets/products/Laptops/Gigabyte Gaming A16 3THK3PH893SH 16.0 WUXGA 165Hz Ryzen7-26016GB DDR5512GB 2x M.2 SSD RTX 5050 8GD7Win11 Laptop.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/10304-a.png?v=1776907600,easypc,name,HIGH,DOWNLOADED,299762,"title=Gigabyte Gaming A16 3THK3PH893SH 16.0"" WUXGA 165Hz Ryzen7-260/16GB DDR5/512GB 2x M.2 SSD/ RTX 5050 8GD7/Win11 Laptop; exact/near title; saved 1000x1000 PNG"
10205,"A 16-inch Gigabyte gaming laptop equipped with a WUXGA 165Hz display, Intel Core i7-13620H processor, 16GB DDR5 memory, 512GB M.2 SSD, and RTX 5050 8GB GDDR7 graphics. It is designed for demanding gaming, multitasking, and creative workloads.","LAPTOP GA3","Gigabyte Gaming A16 CTHI3PH893SH 16.0 WUXGA 165Hz Intel Core i7-13620H16GB DDR5512GB 2x M.2 SSDRTX 5050 8GD7Win11 Laptop.jpg","assets/products/Laptops/Gigabyte Gaming A16 CTHI3PH893SH 16.0 WUXGA 165Hz Intel Core i7-13620H16GB DDR5512GB 2x M.2 SSDRTX 5050 8GD7Win11 Laptop.jpg",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/11543-a.jpg?v=1782345049,easypc,name,HIGH,DOWNLOADED,100579,"title=Gigabyte Gaming A16 CTHI3PH893SH 16.0"" WUXGA 165Hz Intel® Core i7-13620H/16GB DDR5/512GB 2x M.2 SSD/ RTX 5050 8GD7/Win11; exact/near title; saved 1620x1194 JPEG"
11564,"A 14-inch ASUS Vivobook laptop featuring a Full HD display, Intel Core 5 120U processor, 8GB DDR5 memory, and 512GB SSD storage. It includes Windows 11 with Home & Student and Microsoft 365-related software, plus a laptop bag for portable productivity.","LAPTOP PR2","Asus Vivobook 14 X1404VA-EB2200WSM 14.0 FHD Intel Core 5 120U8GB DDR5512GB SSDWin11 Laptop H&S+M365 + Laptop Bag.jpg","assets/products/Laptops/Asus Vivobook 14 X1404VA-EB2200WSM 14.0 FHD Intel Core 5 120U8GB DDR5512GB SSDWin11 Laptop H&S+M365 + Laptop Bag.jpg",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/11564-a.jpg?v=1782341078,easypc,name,HIGH,DOWNLOADED,18493,"title=Asus Vivobook 14 X1404VA-EB2200WSM 14.0"" FHD Intel Core 5 120U/8GB DDR5/512GB SSD/Win11 Laptop H&S+M365 + Laptop Bag; exact/near title; saved 800x800 JPEG"
11552,"A 15.6-inch ASUS Vivobook Go laptop with a Full HD IPS display, Ryzen 5 processor, 8GB LPDDR5 memory, and 512GB PCIe 3.0 NVMe SSD. It is designed for everyday productivity, study, browsing, and multimedia use.","LAPTOP PR2","Asus Vivobook Go 15 E1504FA-BQ5585WSM 15.6FHD IPS Ryzen 5-408GB LPDDR5512GB M.2 NVMe PCIe 3.0 SSDWin11 Laptop + HS M365.png","assets/products/Laptops/Asus Vivobook Go 15 E1504FA-BQ5585WSM 15.6FHD IPS Ryzen 5-408GB LPDDR5512GB M.2 NVMe PCIe 3.0 SSDWin11 Laptop + HS M365.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/b830153b-e34b-4c62-b311-a7d55d987edf.png?v=1782196656,easypc,name,HIGH,DOWNLOADED,1697052,"title=Asus Vivobook Go 15 E1504FA-BQ5585WSM 15.6""FHD IPS Ryzen 5-40/8GB LPDDR5/512GB M.2 NVMe PCIe 3.0 SSD/Win11 Laptop + HS M; exact/near title; saved 2400x2400 PNG"
11583,"A 14-inch MSI Modern laptop with a Full HD IPS display, Ryzen AI 5 330 processor, 8GB DDR5-5600 memory, and 512GB PCIe Gen4 NVMe SSD. It is designed for portable productivity, study, office work, and everyday multitasking.","LAPTOP PR2","MSI Modern 14 F3HMG-039PHNN 14.0FHD IPS Ryzen™ AI 5 3308GB DDR5-5600512GB1 NVMe SSD PCIe Gen4Win11 Laptop + OFC + Laptop Bag.png","assets/products/Laptops/MSI Modern 14 F3HMG-039PHNN 14.0FHD IPS Ryzen™ AI 5 3308GB DDR5-5600512GB1 NVMe SSD PCIe Gen4Win11 Laptop + OFC + Laptop Bag.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/6418280378c8e7c37fa15a6bbbb1431f.png?v=1784792199,easypc,name,HIGH,DOWNLOADED,422029,"title=MSI Modern 14 F3HMG-039PHNN 14.0""FHD IPS Ryzen™ AI 5 330/8GB DDR5-5600/512GB*1 NVMe SSD PCIe Gen4/Win11 Laptop + OFC + L; exact/near title; saved 1000x1000 PNG"
11527,"A 15.6-inch Lenovo V15 business laptop featuring a Full HD display, Ryzen 7-7730U processor, 8GB DDR4 memory, and 512GB NVMe SSD. Windows 11 Pro and the performance-oriented configuration make it suitable for office work and professional productivity.","LAPTOP PR3","Lenovo V15 G4 ABP 15.6 FHD Ryzen 7-7730U8GB DDR4512GB NVMe SSDWin11 Pro Laptop SE.jpg","assets/products/Laptops/Lenovo V15 G4 ABP 15.6 FHD Ryzen 7-7730U8GB DDR4512GB NVMe SSDWin11 Pro Laptop SE.jpg",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/11527-a.jpg?v=1782341064,easypc,name,HIGH,DOWNLOADED,189312,"title=Lenovo V15 G4 ABP 15.6"" FHD Ryzen 7-7730U/8GB DDR4/512GB NVMe SSD/Win11 Pro Laptop SE; exact/near title; saved 2000x2000 JPEG"
11550,"A 15.6-inch Lenovo V15 laptop equipped with an Intel Core i5-13420H processor, 16GB DDR5 memory, and 512GB SSD storage. It is designed for business, productivity, multitasking, and everyday professional use, with a laptop bag included.","LAPTOP PR3",,,,,none,NONE,NOT_FOUND,0,"no confident EasyPC match"
11461,"A 14-inch MSI Modern laptop with a Full HD IPS display, Intel Core 7 150U processor, 16GB total DDR4-3200 memory, and 512GB PCIe Gen4 NVMe SSD. It is designed for portable productivity and multitasking and includes office-related software and a laptop bag.","LAPTOP PR3","MSI Modern 14 F1MG-887PHNN 14.0FHD IPS Intel Core 7 150U8GB+8GB DDR4-3200512GB1 NVMe SSD PCIe Gen4Win11 Laptop + OFC + Laptop Bag.png","assets/products/Laptops/MSI Modern 14 F1MG-887PHNN 14.0FHD IPS Intel Core 7 150U8GB+8GB DDR4-3200512GB1 NVMe SSD PCIe Gen4Win11 Laptop + OFC + Laptop Bag.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/11461-a.png?v=1780004438,easypc,name,HIGH,DOWNLOADED,355484,"title=MSI Modern 14 F1MG-887PHNN 14.0""FHD IPS Intel Core 7 150U/8GB+8GB DDR4-3200/512GB*1 NVMe SSD PCIe Gen4/Win11 Laptop + OF; exact/near title; saved 1000x1000 PNG"
11052,"An 8GB DDR4 memory module operating at 3200MHz, designed to expand RAM capacity in compatible desktop systems. It can help improve multitasking and overall system responsiveness.",MEMORY,"Biostar Storming V 8GB 3200Mhz DDR4 Memory.png","assets/products/Others/Biostar Storming V 8GB 3200Mhz DDR4 Memory.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/11052-a.png?v=1772689338,easypc,name,HIGH,DOWNLOADED,319288,"title=Biostar Storming V 8GB 3200Mhz DDR4 Memory; exact/near title; saved 1024x627 PNG"
11185,"A 16GB DDR4-3200 SO-DIMM memory module designed for compatible laptops and compact computers. It provides additional system memory for smoother multitasking and everyday workloads.",MEMORY,,,https://cdn.shopify.com/s/files/1/0101/4864/2879/products/2638-a.jpg?v=1588508916,easypc,name,LOW,MATCH_UNCERTAIN,0,"title=Crucial Ballistix Tactical Tracer 16gb 2x8 3200mhz Ddr4 RGB Memory; weak match ratio=0.67 hits=4/6"
11444,"An 8GB DDR4 memory module running at 3200MHz and equipped with a heatsink. It is designed to expand compatible desktop systems while providing additional thermal coverage around the memory module.",MEMORY,"FASPEED 8GB 3200Mhz DDR4 with Heatsink Memory.png","assets/products/Others/FASPEED 8GB 3200Mhz DDR4 with Heatsink Memory.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/KINGBANK8Gb3600mhzDDR4withHeatsinkMemorySilver_2.png?v=1732860271,easypc,name,HIGH,DOWNLOADED,132807,"title=KINGBANK 8GB 1x8 3200mhz DDR4 with Heatsink Memory Silver; token_ratio=0.83; saved 1000x1000 PNG"
11548,"A 16GB DDR5 memory module operating at 5600MHz with CL38 timing. Its black heatsink-style design makes it suitable for compatible modern desktop systems requiring a memory upgrade.",MEMORY,,,,,none,NONE,NOT_FOUND,0,"no confident EasyPC match"
11327,"A 16GB DDR4-3200 desktop memory module with a black heatsink. It is designed to increase RAM capacity and improve multitasking performance on compatible PCs.",MEMORY,"HKC PC 16gb 3200mhz DDR4 with Heatsink Memory Black.png","assets/products/Others/HKC PC 16gb 3200mhz DDR4 with Heatsink Memory Black.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/11327-a.png?v=1778809737,easypc,name,HIGH,DOWNLOADED,427093,"title=HKC PC 16GB 3200MHz DDR4 with Heatsink Memory Black; exact/near title; saved 1000x1000 PNG"
11450,"An 8GB DDR4-3200 memory module featuring a black heatsink. It provides a practical RAM upgrade for compatible desktop computers.",MEMORY,"HKC PC 8gb 3200mhz DDR4 with Heatsink Memory Black.jpg","assets/products/Others/HKC PC 8gb 3200mhz DDR4 with Heatsink Memory Black.jpg",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/Adata_Gammix_D30_8gb_1x8_3200mhz_Ddr4_Memory_Black_with_Heatsink-a.jpg?v=1706054485,easypc,name,HIGH,DOWNLOADED,88960,"title=Adata Gammix D30 8gb 1x8 3200mhz Ddr4 Memory Black with Heatsink; token_ratio=0.83; saved 1200x1200 JPEG"
9324,"A 16GB DDR4-3200 memory module with a silver heatsink designed for compatible desktop systems. It provides additional RAM capacity for multitasking and general PC workloads.",MEMORY,"KINGBANK 16GB 1x16 3200mhz DDR4 with Heatsink Memory Silver.png","assets/products/Others/KINGBANK 16GB 1x16 3200mhz DDR4 with Heatsink Memory Silver.png",https://cdn.shopify.com/s/files/1/0101/4864/2879/files/KINGBANK16GB3200mhzDDR4withHeatsinkMemorySilver_2.png?v=1732860156,easypc,name,HIGH,DOWNLOADED,132807,"title=KINGBANK 16GB 1x16 3200mhz DDR4 with Heatsink Memory Silver; exact/near title; saved 1000x1000 PNG"
